Ce-136(n,g) ENDFB-8.0
0.0578125 4.93085
0.0593750 4.86547
0.0609375 4.80264
0.0625000 4.74218
0.0640625 4.68396
0.0656250 4.62783
0.0671875 4.57369
0.0687500 4.52140
0.0718750 4.42197
0.0750000 4.32880
0.0781250 4.24123
0.0812500 4.15875
0.0843750 4.08089
0.0875000 4.00723
0.0906250 3.93742
0.0937500 3.87113
0.0968750 3.80807
0.100000 3.74800
0.103125 3.69067
0.106250 3.63589
0.109375 3.58348
0.112500 3.53326
0.115625 3.48510
0.118750 3.43885
0.121875 3.39439
0.125000 3.35161
0.128125 3.31042
0.131250 3.27072
0.134375 3.23242
0.137500 3.19544
0.143750 3.12513
0.150000 3.05920
0.156250 2.99723
0.162500 2.93887
0.168750 2.88378
0.175000 2.83166
0.181250 2.78227
0.187500 2.73537
0.193750 2.69079
0.200000 2.64832
0.209375 2.58822
0.218750 2.53197
0.228125 2.47920
0.237500 2.42958
0.246875 2.38282
0.256250 2.33865
0.265625 2.29683
0.275000 2.25717
0.284375 2.21948
0.293750 2.18362
0.303125 2.14943
0.312500 2.11678
0.321875 2.08558
0.331250 2.05570
0.340625 2.02707
0.350000 1.99959
0.359375 1.97319
0.368750 1.94781
0.378125 1.92337
0.387500 1.89984
0.396875 1.87716
0.406250 1.85529
0.425000 1.81372
0.443750 1.77473
0.462500 1.73813
0.500000 1.67131
0.531250 1.62112
0.562500 1.57506
0.593750 1.53267
0.625000 1.49349
0.687500 1.42330
0.750000 1.36206
0.812500 1.30802
0.875000 1.25998
0.937500 1.21681
1.00000 1.17762
1.06250 1.14193
1.12500 1.10924
1.18750 1.07917
1.25000 1.05137
1.37500 1.00156
1.50000 0.958085
1.62500 0.919711
1.75000 0.885574
1.87500 0.854893
2.00000 0.827030
2.18750 0.789800
2.37500 0.757078
2.56250 0.728001
2.75000 0.701980
2.93750 0.678481
3.12500 0.657081
3.31250 0.637520
3.50000 0.619550
3.68750 0.602966
3.87500 0.587599
4.25000 0.559976
4.62500 0.535790
5.00000 0.514406
5.31250 0.498356
5.62500 0.483658
5.93750 0.470150
6.25000 0.457683
6.87500 0.435396
7.50000 0.416025
8.12500 0.399007
8.75000 0.383938
9.37500 0.370483
10.0000 0.358379
10.6250 0.347445
11.2500 0.337523
11.8750 0.328485
12.5000 0.320224
13.7500 0.305698
15.0000 0.293398
16.2500 0.282928
17.5000 0.274005
18.7500 0.266403
20.0000 0.259941
20.9375 0.255774
21.8750 0.252147
23.7500 0.246367
25.6250 0.242404
27.5000 0.240157
29.3750 0.239583
30.7813 0.240384
32.1875 0.242127
33.5938 0.244688
35.0000 0.248540
35.9375 0.251836
36.8750 0.255750
37.8125 0.260338
38.7500 0.265669
39.6875 0.271826
40.6250 0.278909
41.5625 0.287037
42.5000 0.296355
43.4375 0.307038
44.3750 0.319303
45.3125 0.333413
46.2500 0.349698
47.1875 0.368520
47.6563 0.379033
48.1250 0.390437
48.5938 0.402779
49.0625 0.416160
49.5313 0.430692
50.0000 0.446515
50.6016 0.468960
51.2032 0.494149
51.8049 0.522509
52.4065 0.554579
53.0081 0.591071
53.3089 0.611330
53.6097 0.632880
53.9105 0.656077
54.2113 0.680726
54.5121 0.707517
54.8129 0.736440
55.1613 0.772869
55.5096 0.812840
55.8579 0.856832
56.2062 0.905402
56.5545 0.959213
56.9028 1.01905
57.2511 1.08585
57.5994 1.16075
57.9002 1.23300
58.2010 1.31337
58.5018 1.40313
58.6522 1.45200
58.8026 1.50382
58.9530 1.55883
59.1034 1.61729
59.2538 1.67950
59.4042 1.74576
59.5547 1.81628
59.7051 1.89149
59.8555 1.97216
60.0059 2.05880
60.1404 2.14178
60.2750 2.23033
60.4096 2.32499
60.5441 2.42631
60.6787 2.53489
60.7460 2.59211
60.8133 2.65144
60.8806 2.71299
60.9479 2.77688
61.0152 2.84324
61.0824 2.91217
61.1339 2.96671
61.1853 3.02289
61.2368 3.08080
61.2883 3.14049
61.3397 3.20205
61.3912 3.26555
61.4426 3.33108
61.4941 3.39872
61.5337 3.45224
61.5732 3.50711
61.6128 3.56338
61.6524 3.62108
61.6920 3.68028
61.7316 3.74101
61.7711 3.80335
61.8107 3.86733
61.8345 3.90655
61.8582 3.94637
61.8820 3.98686
61.9057 4.02799
61.9334 4.07685
61.9611 4.12664
61.9888 4.17740
62.0165 4.22913
62.0482 4.28952
62.0799 4.35125
62.1115 4.41440
62.1432 4.47898
62.1749 4.54507
62.2065 4.61268
62.2382 4.68188
62.2698 4.75271
62.3134 4.85290
62.3569 4.95642
62.4005 5.06344
62.4440 5.17411
62.4717 5.24652
62.4994 5.32050
62.5271 5.39615
62.5548 5.47345
62.5825 5.55252
62.6102 5.63336
62.6379 5.71607
62.6656 5.80065
62.6874 5.86850
62.7092 5.93758
62.7309 6.00794
62.7527 6.07960
62.7745 6.15260
62.7963 6.22696
62.8180 6.30272
62.8398 6.37993
62.8616 6.45861
62.8833 6.53880
62.9051 6.62054
62.9269 6.70388
62.9486 6.78886
62.9704 6.87551
62.9922 6.96389
63.0139 7.05399
63.0575 7.23978
63.1010 7.43325
63.1446 7.63482
63.1881 7.84491
63.2316 8.06410
63.2752 8.29289
63.3187 8.53183
63.3622 8.78150
63.4058 9.04266
63.4493 9.31597
63.4929 9.60219
63.5364 9.90217
63.5799 10.2168
63.6235 10.5471
63.6670 10.8940
63.7106 11.2587
63.7541 11.6425
63.7976 12.0468
63.8412 12.4730
63.8847 12.9227
63.9282 13.3978
63.9718 13.9002
64.0153 14.4320
64.0589 14.9955
64.1024 15.5935
64.1459 16.2288
64.1895 16.9046
64.2330 17.6243
64.2766 18.3919
64.3201 19.2119
64.3636 20.0891
64.4072 21.0288
64.4507 22.0375
64.4942 23.1221
64.5378 24.2905
64.5813 25.5512
64.6031 26.2196
64.6249 26.9151
64.6466 27.6391
64.6684 28.3934
64.6902 29.1795
64.7119 29.9995
64.7337 30.8551
64.7555 31.7483
64.7772 32.6820
64.7990 33.6584
64.8208 34.6801
64.8425 35.7501
64.8643 36.8713
64.8861 38.0474
64.9079 39.2818
64.9296 40.5786
64.9514 41.9421
64.9732 43.3771
64.9949 44.8887
65.0167 46.4825
65.0385 48.1649
65.0602 49.9425
65.0820 51.8229
65.1038 53.8134
65.1354 56.9275
65.1671 60.3270
65.1829 62.1466
65.1988 64.0511
65.2146 66.0473
65.2304 68.1414
65.2463 70.3415
65.2621 72.6521
65.2779 75.0827
65.2938 77.6419
65.3096 80.3394
65.3254 83.1858
65.3413 86.1926
65.3571 89.3728
65.3789 94.0557
65.4006 99.1356
65.4224 104.661
65.4442 110.689
65.4659 117.287
65.4877 124.534
65.4986 128.431
65.5095 132.524
65.5204 136.835
65.5312 141.372
65.5421 146.162
65.5530 151.215
65.5639 156.563
65.5748 162.220
65.5857 168.224
65.5966 174.593
65.6074 181.366
65.6183 188.579
65.6292 196.280
65.6401 204.500
65.6510 213.305
65.6619 222.735
65.6727 232.869
65.6836 243.757
65.6945 255.484
65.7054 268.133
65.7153 280.524
65.7252 293.832
65.7351 308.141
65.7450 323.524
65.7549 340.112
65.7648 357.976
65.7747 377.265
65.7846 398.063
65.7945 420.543
65.8043 444.796
65.8142 471.018
65.8241 499.310
65.8340 529.891
65.8439 562.866
65.8538 598.475
65.8637 636.824
65.8746 682.476
65.8855 731.903
65.8964 785.437
65.9073 843.215
65.9181 905.567
65.9290 972.588
65.9399 1044.52
65.9508 1121.54
65.9617 1203.85
65.9726 1291.39
65.9834 1384.38
65.9943 1482.65
66.0052 1586.32
66.0161 1695.08
66.0270 1808.96
66.0379 1927.47
66.0488 2050.50
66.0596 2177.41
66.0814 2441.24
66.1249 2989.50
66.1487 3284.67
66.1724 3563.94
66.1950 3804.60
66.2062 3913.04
66.2175 4012.01
66.2354 4147.47
66.2533 4253.17
66.2711 4326.37
66.2801 4350.08
66.2890 4364.96
66.3000 4371.04
66.3089 4365.97
66.3179 4351.97
66.3268 4329.14
66.3358 4297.67
66.3536 4209.59
66.3715 4090.26
66.3838 3991.24
66.3962 3880.14
66.4085 3758.24
66.4208 3626.98
66.4434 3367.45
66.4660 3090.95
66.5091 2548.35
66.5306 2283.60
66.5521 2030.59
66.5634 1904.08
66.5747 1782.47
66.5860 1665.90
66.5973 1554.85
66.6086 1449.30
66.6198 1349.55
66.6311 1255.53
66.6424 1167.24
66.6537 1084.50
66.6650 1007.36
66.6763 935.499
66.6875 868.854
66.6988 807.081
66.7101 750.050
66.7214 697.447
66.7327 649.011
66.7440 604.437
66.7552 563.539
66.7665 526.016
66.7778 491.614
66.7891 460.060
66.8004 431.179
66.8117 404.718
66.8229 380.470
66.8342 358.221
66.8455 337.829
66.8568 319.108
66.8681 301.902
66.8794 286.058
66.8906 271.474
66.9019 258.019
66.9132 245.587
66.9245 234.071
66.9358 223.405
66.9471 213.493
66.9583 204.281
66.9696 195.690
66.9809 187.679
66.9922 180.187
67.0035 173.171
67.0148 166.584
67.0260 160.399
67.0373 154.574
67.0486 149.089
67.0712 139.015
67.0937 129.997
67.1112 123.650
67.1286 117.783
67.1461 112.347
67.1635 107.297
67.1809 102.597
67.1984 98.2117
67.2158 94.1138
67.2332 90.2792
67.2507 86.6809
67.2681 83.3009
67.2856 80.1213
67.3030 77.1276
67.3204 74.3020
67.3379 71.6331
67.3727 66.7212
67.3953 63.8127
67.4179 61.0946
67.4405 58.5501
67.4630 56.1656
67.4856 53.9256
67.5082 51.8194
67.5307 49.8364
67.5533 47.9678
67.5759 46.2033
67.5984 44.5360
67.6436 41.4655
67.6887 38.7062
67.7338 36.2170
67.7790 33.9628
67.8241 31.9157
67.8692 30.0504
67.9143 28.3459
67.9595 26.7837
68.0046 25.3491
68.0497 24.0280
68.0949 22.8086
68.1400 21.6805
68.1851 20.6350
68.2303 19.6637
68.2754 18.7600
68.3206 17.9174
68.3657 17.1309
68.4108 16.3954
68.4559 15.7066
68.5011 15.0605
68.5462 14.4539
68.5913 13.8836
68.6365 13.3467
68.6816 12.8405
68.7267 12.3630
68.7719 11.9119
68.8170 11.4853
68.9073 10.6987
68.9975 9.99102
69.0878 9.35208
69.1781 8.77330
69.2683 8.24724
69.3586 7.76778
69.4489 7.32948
69.5391 6.92785
69.6048 6.65647
69.6704 6.40104
69.7361 6.16038
69.8017 5.93338
69.8674 5.71906
69.9330 5.51644
70.0643 5.14288
70.1956 4.80652
70.3269 4.50264
70.4582 4.22730
70.5895 3.97716
70.6798 3.81822
70.7700 3.66893
70.8603 3.52852
70.9506 3.39631
71.0408 3.27167
71.1311 3.15402
71.3116 2.93776
71.4922 2.74391
71.6727 2.56952
71.8533 2.41206
72.0338 2.26943
72.2471 2.11754
72.4605 1.98137
72.6739 1.85883
72.8872 1.74820
73.1006 1.64812
73.3139 1.55740
73.5273 1.47452
73.7406 1.39863
73.9212 1.33941
74.1017 1.28434
74.2822 1.23304
74.4628 1.18519
74.6433 1.14048
74.8238 1.09865
75.0044 1.05947
75.1849 1.02271
75.3654 0.988190
75.5460 0.955735
75.9070 0.896400
76.2681 0.843611
76.6292 0.796469
76.8425 0.770955
77.0559 0.747012
77.4826 0.703372
77.9093 0.664707
78.3360 0.630327
78.7627 0.599669
79.1895 0.572466
79.6162 0.547812
80.0429 0.525639
80.4040 0.508634
80.7650 0.493020
81.1261 0.478669
81.4872 0.465520
81.8482 0.453426
82.2093 0.442277
82.9314 0.422619
83.6536 0.405936
84.3757 0.391830
85.0978 0.379929
85.8199 0.369928
86.5421 0.361619
87.2642 0.354801
87.9863 0.349500
88.7085 0.345106
89.4306 0.341814
90.1527 0.339666
90.8749 0.338331
91.5970 0.337818
92.6474 0.338628
93.6978 0.341068
94.7481 0.345071
95.7985 0.350604
96.8489 0.357663
97.8993 0.366272
98.9496 0.376483
100.000 0.388379
101.104 0.402817
102.208 0.419394
103.312 0.438321
104.416 0.459853
105.520 0.484246
106.072 0.497623
106.624 0.511937
107.177 0.527196
107.729 0.543463
108.281 0.560817
108.833 0.579303
109.160 0.590858
109.488 0.602910
109.816 0.615453
110.144 0.628509
110.472 0.642103
110.635 0.649110
110.799 0.656260
110.963 0.663554
111.127 0.670999
111.291 0.678602
111.455 0.686365
111.645 0.695569
111.834 0.704996
112.024 0.714662
112.214 0.724566
112.404 0.734725
112.593 0.745137
112.688 0.750445
112.783 0.755820
112.878 0.761264
112.973 0.766773
113.107 0.774662
113.240 0.782696
113.374 0.790877
113.508 0.799208
113.641 0.807693
113.775 0.816336
113.842 0.820721
113.909 0.825142
113.976 0.829610
114.042 0.834114
114.111 0.838812
114.146 0.841178
114.180 0.843555
114.215 0.845944
114.249 0.848345
114.284 0.850758
114.318 0.853182
114.336 0.854403
114.368 0.856696
114.400 0.858993
114.433 0.861308
114.465 0.863627
114.498 0.865963
114.530 0.868304
114.594 0.873017
114.648 0.876990
114.702 0.880988
114.756 0.885016
114.810 0.889077
114.918 0.897295
115.026 0.905643
115.134 0.914125
115.241 0.922741
115.349 0.931496
115.457 0.940391
115.604 0.952728
115.677 0.958994
115.750 0.965331
115.824 0.971747
115.897 0.978226
115.970 0.984777
116.044 0.991402
116.117 0.998111
116.190 1.00489
116.264 1.01174
116.337 1.01867
116.410 1.02568
116.483 1.03277
116.557 1.03994
116.630 1.04720
116.759 1.06022
116.889 1.07352
117.018 1.08709
117.148 1.10094
117.277 1.11509
117.406 1.12955
117.536 1.14431
117.665 1.15938
117.760 1.17065
117.855 1.18210
117.950 1.19373
118.045 1.20555
118.140 1.21757
118.234 1.22978
118.329 1.24219
118.424 1.25479
118.519 1.26762
118.614 1.28066
118.709 1.29392
118.804 1.30740
118.994 1.33506
119.183 1.36366
119.373 1.39328
119.563 1.42395
119.753 1.45572
119.942 1.48862
120.132 1.52275
120.322 1.55812
120.512 1.59485
120.701 1.63295
120.891 1.67255
121.081 1.71369
121.271 1.75646
121.460 1.80092
121.650 1.84721
121.840 1.89538
122.030 1.94559
122.219 1.99790
122.409 2.05249
122.599 2.10942
122.789 2.16890
122.978 2.23102
123.168 2.29600
123.358 2.36396
123.548 2.43514
123.737 2.50968
123.927 2.58788
124.117 2.66994
124.307 2.75611
124.497 2.84663
124.686 2.94190
124.876 3.04214
125.066 3.14783
125.256 3.25924
125.445 3.37693
125.635 3.50131
125.825 3.63289
126.015 3.77217
126.204 3.91993
126.394 4.07670
126.584 4.24339
126.774 4.42070
126.963 4.60973
127.153 4.81143
127.343 5.02699
127.533 5.25755
127.723 5.50483
127.912 5.77019
128.102 6.05576
128.292 6.36330
128.482 6.69551
128.671 7.05490
128.861 7.44452
129.051 7.86764
129.146 8.09319
129.241 8.32873
129.336 8.57485
129.430 8.83192
129.525 9.10118
129.620 9.38312
129.715 9.67854
129.810 9.98798
129.905 10.3131
130.000 10.6545
130.095 11.0133
130.189 11.3908
130.284 11.7883
130.379 12.2072
130.474 12.6491
130.569 13.1152
130.664 13.6083
130.759 14.1301
130.854 14.6827
130.948 15.2679
131.043 15.8897
131.138 16.5504
131.233 17.2533
131.328 18.0014
131.423 18.8005
131.518 19.6548
131.613 20.5695
131.707 21.5494
131.802 22.6028
131.897 23.7362
131.992 24.9577
132.087 26.2753
132.182 27.7023
132.277 29.2497
132.372 30.9313
132.466 32.7612
132.561 34.7616
132.656 36.9521
132.751 39.3577
132.846 42.0045
132.893 43.4327
132.941 44.9323
132.988 46.5146
133.036 48.1789
133.083 49.9383
133.131 51.7923
133.178 53.7562
133.226 55.8299
133.273 58.0311
133.320 60.3605
133.368 62.8388
133.415 65.4675
133.463 68.2712
133.510 71.2527
133.558 74.4343
133.605 77.8343
133.661 82.1688
133.717 86.8767
133.773 92.0024
133.829 97.5865
133.885 103.708
133.941 110.413
133.998 117.805
134.054 125.951
134.101 133.542
134.148 141.821
134.196 150.913
134.243 160.883
134.291 171.893
134.338 184.038
134.362 190.594
134.386 197.503
134.409 204.789
134.433 212.481
134.457 220.642
134.481 229.236
134.504 238.330
134.528 247.963
134.552 258.220
134.575 269.058
134.599 280.567
134.623 292.799
134.647 305.868
134.670 319.722
134.694 334.481
134.718 350.215
134.741 366.997
134.765 384.908
134.789 404.030
134.813 424.454
134.845 454.647
134.877 487.585
134.910 523.724
134.942 563.093
134.974 606.185
135.007 652.961
135.039 703.909
135.071 758.863
135.095 802.067
135.119 847.385
135.143 894.968
135.166 944.759
135.190 996.662
135.214 1050.54
135.261 1163.43
135.400 1511.25
135.434 1595.12
135.469 1674.07
135.504 1746.70
135.538 1810.77
135.559 1843.79
135.579 1872.90
135.599 1898.00
135.619 1918.82
135.639 1935.24
135.660 1946.93
135.680 1953.85
135.700 1955.95
135.719 1953.54
135.738 1946.94
135.756 1936.23
135.775 1921.48
135.813 1880.46
135.850 1825.29
135.888 1757.80
135.926 1680.14
135.963 1594.60
136.001 1503.81
136.123 1196.12
136.154 1121.50
136.184 1049.35
136.215 980.164
136.245 914.547
136.276 853.110
136.306 795.517
136.336 741.438
136.366 691.209
136.396 644.413
136.426 601.231
136.456 561.343
136.486 524.563
136.517 490.586
136.547 459.434
136.577 430.785
136.607 404.441
136.637 380.135
136.667 357.845
136.697 337.318
136.727 318.399
136.758 300.887
136.788 284.766
136.818 269.807
136.848 255.999
136.878 243.152
136.908 231.262
136.938 220.202
136.969 209.902
136.999 200.264
137.029 191.294
137.059 182.904
137.089 175.049
137.119 167.659
137.149 160.745
137.179 154.246
137.210 148.131
137.240 142.351
137.270 136.918
137.300 131.789
137.330 126.941
137.390 117.997
137.451 109.975
137.511 102.731
137.571 96.1874
137.631 90.2393
137.692 84.8341
137.733 81.4178
137.774 78.2035
137.815 75.1759
137.856 72.3206
137.897 69.6249
137.938 67.0772
138.020 62.3890
138.102 58.1702
138.185 54.3685
138.267 50.9225
138.349 47.7962
138.409 45.6792
138.469 43.6992
138.530 41.8448
138.590 40.1084
138.650 38.4749
138.710 36.9415
138.771 35.4955
138.831 34.1347
138.891 32.8485
138.951 31.6354
139.012 30.4863
139.072 29.4003
139.192 27.3935
139.313 25.5849
139.433 23.9493
139.554 22.4653
139.674 21.1147
139.795 19.8821
139.915 18.7542
140.036 17.7194
140.156 16.7681
140.277 15.8916
140.387 15.1529
140.496 14.4647
140.606 13.8222
140.715 13.2217
140.825 12.6585
140.934 12.1307
141.044 11.6345
141.153 11.1684
141.263 10.7293
141.373 10.3159
141.482 9.92548
141.592 9.55710
141.701 9.20848
141.811 8.87884
142.030 8.27010
142.150 7.96131
142.271 7.66968
142.512 7.13238
142.753 6.64948
142.994 6.21389
143.235 5.81946
143.476 5.46148
143.717 5.13547
143.958 4.83772
144.122 4.64919
144.287 4.47155
144.451 4.30388
144.615 4.14545
144.780 3.99556
144.944 3.85385
145.273 3.59267
145.601 3.35678
145.930 3.14295
146.259 2.94879
146.587 2.77213
146.828 2.65241
147.069 2.54033
147.310 2.43521
147.551 2.33649
147.792 2.24362
148.033 2.15622
148.274 2.07384
148.515 1.99610
148.757 1.92264
148.998 1.85319
149.480 1.72517
149.962 1.61002
150.444 1.50609
150.926 1.41195
151.408 1.32644
151.890 1.24854
152.372 1.17738
152.854 1.11219
153.336 1.05235
153.818 0.997282
154.300 0.946503
154.738 0.903723
155.176 0.864115
155.614 0.826894
156.053 0.792073
156.491 0.759389
156.929 0.728815
157.367 0.700107
157.805 0.673092
158.244 0.647732
158.682 0.623811
159.120 0.601269
159.558 0.580027
159.997 0.559923
160.435 0.540952
161.311 0.505990
161.793 0.488338
162.275 0.471687
163.239 0.441141
164.203 0.413904
165.167 0.389612
166.132 0.367918
167.096 0.348617
168.060 0.331514
169.024 0.316490
169.593 0.308579
170.163 0.301391
170.733 0.294941
171.302 0.289265
171.872 0.284428
172.442 0.280528
173.012 0.277684
173.581 0.276007
173.976 0.275791
174.370 0.276459
174.764 0.278186
175.159 0.281215
175.553 0.285885
175.750 0.288964
175.947 0.292626
176.145 0.296970
176.342 0.302133
176.539 0.308261
176.736 0.315518
176.922 0.323606
177.109 0.333116
177.295 0.344346
177.481 0.357646
177.667 0.373500
177.761 0.382568
177.854 0.392528
177.947 0.403508
178.040 0.415619
178.133 0.429031
178.226 0.443924
178.336 0.463652
178.445 0.486163
178.555 0.511990
178.610 0.526350
178.664 0.541774
178.719 0.558432
178.774 0.576425
178.829 0.595900
178.884 0.616987
178.938 0.639956
178.993 0.664997
179.048 0.692370
179.103 0.722325
179.163 0.758822
179.223 0.799447
179.283 0.845025
179.344 0.896247
179.404 0.954327
179.434 0.986252
179.464 1.02038
179.494 1.05707
179.524 1.09632
179.555 1.13854
179.585 1.18407
179.609 1.22417
179.634 1.26684
179.659 1.31270
179.683 1.36172
179.708 1.41469
179.733 1.47162
179.757 1.53354
179.782 1.60057
179.807 1.67404
179.831 1.75429
179.856 1.84310
179.880 1.94115
179.905 2.05090
179.930 2.17355
179.954 2.31263
179.967 2.38878
179.979 2.47010
179.994 2.57771
180.009 2.69488
180.024 2.82273
180.039 2.96158
180.054 3.11473
180.069 3.28173
180.085 3.46659
180.100 3.66885
180.115 3.89340
180.130 4.13970
180.145 4.41371
180.160 4.71473
180.175 5.05002
180.190 5.41861
180.205 5.82924
180.220 6.28054
180.234 6.73423
180.247 7.23117
180.261 7.77512
180.275 8.36999
180.288 9.01991
180.302 9.72916
180.316 10.5022
180.330 11.3435
180.343 12.2578
180.357 13.2498
180.371 14.3241
180.384 15.4855
180.398 16.7387
180.412 18.0880
180.425 19.5377
180.439 21.0919
180.454 22.9304
180.469 24.9046
180.484 27.0182
180.499 29.2585
180.515 31.6571
180.530 34.1829
180.545 36.8690
180.560 39.6780
180.575 42.6438
180.590 45.7433
180.605 48.9699
180.620 52.2925
180.635 55.7454
180.650 59.2713
180.665 62.9033
180.680 66.5783
180.699 71.3526
180.719 76.1697
180.738 80.9867
180.757 85.7332
180.787 93.0052
